"","sku","unitcost","quantity","date","PO.no"
"13661","693",2.67,3161,"2016-07-02",20012
"13662","694",0.12,2666,"2016-07-02",1993
"13663","695",5.83,2078,"2016-07-02",3983
"13664","696",3.19,2549,"2016-07-02",4708
"13665","697",4.23,3631,"2016-07-02",524
"13666","698",3.95,3506,"2016-07-02",3087
"13667","699",7.78,2057,"2016-07-02",23777
"13668","7",9.62,2179,"2016-07-02",8457
"13669","70",5.24,2045,"2016-07-02",9877
"13670","700",4.37,3695,"2016-07-02",13072
"13671","701",4.52,2806,"2016-07-02",368
"13672","702",5.56,2832,"2016-07-02",16570
"13673","703",10.29,2433,"2016-07-02",13007
"13674","704",3.11,2959,"2016-07-02",15097
"13675","705",3.92,3240,"2016-07-02",8461
"13676","706",9.81,1816,"2016-07-02",3082
"13677","707",6.32,2596,"2016-07-02",1400
"13678","708",5.21,3477,"2016-07-02",20486
"13679","709",12.49,2923,"2016-07-02",11894
"13680","71",4.41,2672,"2016-07-02",21518
"13681","710",3.43,3146,"2016-07-02",23210
"13682","711",7.96,3453,"2016-07-02",13191
"13683","712",8.54,2239,"2016-07-02",10299
"13684","713",6.44,3285,"2016-07-02",12520
"13685","714",2.93,1799,"2016-07-02",8747
"13686","715",7.18,3161,"2016-07-02",6832
"13687","716",3.15,2877,"2016-07-02",12913
"13688","717",5.24,2337,"2016-07-02",8772
"13689","718",1.59,1945,"2016-07-02",18069
"13690","719",7.03,2969,"2016-07-02",9364
"13691","72",7.1,3370,"2016-07-02",9609
"13692","720",4.77,3196,"2016-07-02",8918
"13693","721",5.34,2316,"2016-07-02",6424
"13694","722",2.89,2558,"2016-07-02",5489
"13695","723",6.86,3265,"2016-07-02",21175
"13696","724",5.6,1918,"2016-07-02",11388
"13697","725",10.07,3486,"2016-07-02",16267
"13698","726",8.03,3094,"2016-07-02",19486
"13699","727",6.18,2652,"2016-07-02",12938
"13700","728",13.18,2868,"2016-07-02",13774
"13701","729",6.62,3833,"2016-07-02",5246
"13702","73",13.3,2896,"2016-07-02",3524
"13703","730",5.35,2512,"2016-07-02",2885
"13704","731",7.5,3291,"2016-07-02",23362
"13705","732",10.38,2491,"2016-07-02",2624
"13706","733",8.21,3035,"2016-07-02",20996
"13707","734",12.04,2535,"2016-07-02",21023
"13708","735",8.13,3388,"2016-07-02",17557
"13709","736",7.17,3444,"2016-07-02",5468
"13710","737",10.2,2310,"2016-07-02",13962
"13711","738",0.89,3524,"2016-07-02",1624
"13712","739",10.82,2909,"2016-07-02",12937
"13713","74",3.27,3089,"2016-07-02",1856
"13714","740",5.72,2048,"2016-07-02",10635
"13715","741",6.14,2820,"2016-07-02",17673
"13716","742",5.77,2420,"2016-07-02",5535
"13717","743",3.17,2406,"2016-07-02",14676
"13718","744",7.65,1927,"2016-07-02",19112
"13719","745",6.39,2503,"2016-07-02",3027
"13720","746",6.12,3096,"2016-07-02",22081
"13721","747",7.55,4070,"2016-07-02",7566
"13722","748",11.97,1758,"2016-07-02",7284
"13723","749",3.41,2682,"2016-07-02",12041
"13724","75",3.85,3293,"2016-07-02",13353
"13725","750",7.75,2566,"2016-07-02",6112
"13726","751",7,3462,"2016-07-02",8564
"13727","752",9.44,2848,"2016-07-02",13416
"13728","753",1.28,2575,"2016-07-02",9639
"13729","754",5.82,2575,"2016-07-02",11061
"13730","755",9.84,3423,"2016-07-02",12585
"13731","756",1.87,2665,"2016-07-02",4520
"13732","757",3.87,2746,"2016-07-02",923
"13733","758",6.44,3224,"2016-07-02",23106
"13734","759",6.93,2410,"2016-07-02",83
"13735","76",12.79,2246,"2016-07-02",2563
"13736","760",9.87,2827,"2016-07-02",15859
"13737","761",8.87,2190,"2016-07-02",982
"13738","762",1.84,2907,"2016-07-02",19834
"13739","763",4.9,2994,"2016-07-02",16052
"13740","764",7.83,2124,"2016-07-02",11095
"13741","765",3.86,2982,"2016-07-02",12943
"13742","766",7.54,3295,"2016-07-02",8969
"13743","767",4.55,2592,"2016-07-02",683
"13744","768",2.83,3243,"2016-07-02",16955
"13745","769",6.99,3081,"2016-07-02",5756
"13746","77",2.24,2610,"2016-07-02",10326
"13747","770",7.41,3732,"2016-07-02",2150
"13748","771",6.54,2495,"2016-07-02",5584
"13749","772",3.56,4015,"2016-07-02",3323
"13750","773",8.4,2268,"2016-07-02",15785
"13751","774",0.64,2511,"2016-07-02",17413
"13752","775",3.27,2737,"2016-07-02",15719
"13753","776",10.75,2871,"2016-07-02",2093
"13754","777",3.38,2501,"2016-07-02",15076
"13755","778",5.36,3238,"2016-07-02",5334
"13756","779",4.23,2475,"2016-07-02",11944
"13757","78",8.45,1895,"2016-07-02",19444
"13758","780",6.19,3775,"2016-07-02",22861
"13759","781",6.79,2835,"2016-07-02",7974
"13760","782",6.48,3780,"2016-07-02",16679
"13761","783",1.35,2802,"2016-07-02",4631
"13762","784",6.61,2548,"2016-07-02",14313
"13763","785",7.96,3203,"2016-07-02",1001
"13764","786",11.68,2633,"2016-07-02",8595
"13765","787",8.24,2800,"2016-07-02",997
"13766","788",6.18,2861,"2016-07-02",13273
"13767","789",3.78,3900,"2016-07-02",293
"13768","79",4.33,2160,"2016-07-02",8114
"13769","790",3.01,3430,"2016-07-02",8411
"13770","791",9.39,3138,"2016-07-02",14182
"13771","792",6.79,2360,"2016-07-02",14884
"13772","793",6.4,3301,"2016-07-02",8620
"13773","794",8.86,3325,"2016-07-02",20733
"13774","795",8.37,3002,"2016-07-02",10169
"13775","796",6.97,3832,"2016-07-02",494
"13776","797",5.04,2436,"2016-07-02",6184
"13777","798",8.71,1751,"2016-07-02",22873
"13778","799",1.82,2879,"2016-07-02",16240
"13779","8",9.17,2934,"2016-07-02",4952
"13780","80",6.09,4057,"2016-07-02",18633
"13781","800",4.39,3055,"2016-07-02",16652
"13782","801",10.7,2495,"2016-07-02",5552
"13783","802",7.75,3026,"2016-07-02",13487
"13784","803",5.2,2906,"2016-07-02",18711
"13785","804",7.85,2622,"2016-07-02",10200
"13786","805",3.9,2509,"2016-07-02",7810
"13787","806",1.95,4086,"2016-07-02",4605
"13788","807",2.46,3374,"2016-07-02",11471
"13789","808",2.69,3106,"2016-07-02",14444
"13790","809",2.45,4009,"2016-07-02",2320
"13791","81",8.22,3495,"2016-07-02",13321
"13792","810",7.47,3477,"2016-07-02",8920
"13793","811",9.21,3479,"2016-07-02",3619
"13794","812",3.97,2034,"2016-07-02",3504
"13795","813",9.11,2063,"2016-07-02",5837
"13796","814",3.9,3400,"2016-07-02",23279
"13797","815",0.89,2783,"2016-07-02",5595
"13798","816",4.08,3369,"2016-07-02",15012
"13799","817",6.82,3330,"2016-07-02",23907
"13800","818",5.34,3391,"2016-07-02",7781
"13801","819",7.55,3017,"2016-07-02",8252
"13802","82",7.67,2144,"2016-07-02",5629
"13803","820",2.54,2907,"2016-07-02",14846
"13804","821",7.87,2773,"2016-07-02",14159
"13805","822",6.22,3655,"2016-07-02",2477
"13806","823",6.64,2366,"2016-07-02",21017
"13807","824",5.77,3033,"2016-07-02",17440
"13808","825",1.56,2446,"2016-07-02",22228
"13809","826",1.55,3108,"2016-07-02",20224
"13810","827",2.31,3097,"2016-07-02",12952
"13811","828",5.84,3037,"2016-07-02",18821
"13812","829",8.15,3738,"2016-07-02",19568
"13813","83",9.25,3130,"2016-07-02",19238
"13814","830",12.38,2736,"2016-07-02",17774
"13815","831",3.73,2710,"2016-07-02",16796
"13816","832",9.47,3639,"2016-07-02",1658
"13817","833",1.14,4119,"2016-07-02",7506
"13818","834",0.96,3002,"2016-07-02",16614
"13819","835",9.44,2563,"2016-07-02",2966
"13820","836",5.72,2725,"2016-07-02",11387
"13821","837",5.78,2154,"2016-07-02",23890
"13822","838",4.28,2094,"2016-07-02",23318
"13823","839",10.23,3272,"2016-07-02",20152
"13824","84",1.24,2942,"2016-07-02",5977
"13825","840",12.06,1751,"2016-07-02",17674
"13826","841",8.7,2243,"2016-07-02",11619
"13827","842",3.98,2432,"2016-07-02",5531
"13828","843",0.2,3424,"2016-07-02",7703
"13829","844",9.02,3191,"2016-07-02",15978
"13830","845",7.57,2440,"2016-07-02",17692
"13831","846",6.53,3981,"2016-07-02",4217
"13832","847",9.29,3500,"2016-07-02",14439
"13833","848",2.38,3230,"2016-07-02",390
"13834","849",3.38,2898,"2016-07-02",3334
"13835","85",0.13,2111,"2016-07-02",14230
"13836","850",5.62,2044,"2016-07-02",21159
"13837","851",9.53,2773,"2016-07-02",16870
"13838","852",7.47,3109,"2016-07-02",2384
"13839","853",3.15,2242,"2016-07-02",715
"13840","854",4.56,2076,"2016-07-02",18862
"13841","855",7.91,2515,"2016-07-02",9544
"13842","856",7.55,3377,"2016-07-02",20014
"13843","857",3.55,2709,"2016-07-02",10799
"13844","858",3.21,3816,"2016-07-02",12080
"13845","859",5.1,2062,"2016-07-02",22420
"13846","86",7.08,2750,"2016-07-02",4458
"13847","860",4.19,3283,"2016-07-02",4203
"13848","861",6.64,3015,"2016-07-02",2
"13849","862",8.35,3629,"2016-07-02",1168
"13850","863",8.97,3890,"2016-07-02",15011
"13851","864",11.17,2092,"2016-07-02",6505
"13852","865",5.89,2021,"2016-07-02",15596
"13853","866",6.75,2825,"2016-07-02",22318
"13854","867",4.4,3517,"2016-07-02",10378
"13855","868",3.36,3647,"2016-07-02",4201
"13856","869",3.16,2919,"2016-07-02",19163
"13857","87",8.81,2676,"2016-07-02",14257
"13858","870",10.76,2606,"2016-07-02",17537
"13859","871",13.08,2812,"2016-07-02",6818
"13860","872",4.95,2181,"2016-07-02",15546
"13861","873",7.87,1912,"2016-07-02",19134
"13862","874",9.42,3057,"2016-07-02",20907
"13863","875",2.46,3117,"2016-07-02",4721
"13864","876",8.72,2708,"2016-07-02",22910
"13865","877",5.57,1977,"2016-07-02",3748
"13866","878",8.74,3078,"2016-07-02",3682
"13867","879",7.25,2455,"2016-07-02",3883
"13868","88",4.32,2422,"2016-07-02",7952
"13869","880",11.29,2676,"2016-07-02",15852
"13870","881",5.31,2734,"2016-07-02",4281
"13871","882",7.04,2002,"2016-07-02",21547
"13872","883",10.5,2491,"2016-07-02",22338
"13873","884",8.8,1984,"2016-07-02",3256
"13874","885",5.11,2574,"2016-07-02",16780
"13875","886",6.72,3279,"2016-07-02",10121
"13876","887",4.45,3054,"2016-07-02",20420
"13877","888",5.91,3263,"2016-07-02",22537
"13878","889",9.71,3756,"2016-07-02",10447
"13879","89",7.4,2867,"2016-07-02",20079
"13880","890",4.21,2561,"2016-07-02",3840
"13881","891",2.1,3674,"2016-07-02",12287
"13882","892",4.11,2818,"2016-07-02",19292
"13883","893",6.52,3009,"2016-07-02",1272
"13884","894",6.22,2110,"2016-07-02",6089
"13885","895",9.35,2001,"2016-07-02",23653
"13886","896",5.17,2007,"2016-07-02",1235
"13887","897",8.57,2610,"2016-07-02",9368
"13888","898",7.7,2611,"2016-07-02",3895
"13889","899",3.98,3910,"2016-07-02",6185
"13890","9",8.73,2757,"2016-07-02",5272
"13891","90",3.99,2739,"2016-07-02",12091
"13892","900",8.02,3109,"2016-07-02",17448
"13893","901",7.26,3370,"2016-07-02",19408
"13894","902",5.38,3009,"2016-07-02",4870
"13895","903",8.41,3378,"2016-07-02",10664
"13896","904",4.04,2285,"2016-07-02",9402
"13897","905",4.39,2986,"2016-07-02",1398
"13898","906",7.55,3432,"2016-07-02",6150
"13899","907",2.24,3015,"2016-07-02",4583
"13900","908",5.21,3397,"2016-07-02",12062
"13901","909",4.28,2503,"2016-07-02",1497
"13902","91",2.48,2775,"2016-07-02",112
"13903","910",4.99,2934,"2016-07-02",18929
"13904","911",5.73,2199,"2016-07-02",3549
"13905","912",5.79,2582,"2016-07-02",2793
"13906","913",3.18,2669,"2016-07-02",4830
"13907","914",4.94,3067,"2016-07-02",3905
"13908","915",4.4,3377,"2016-07-02",6739
"13909","916",4.45,3394,"2016-07-02",18583
"13910","917",6.12,2560,"2016-07-02",7615
"13911","918",3.76,3504,"2016-07-02",18994
"13912","919",2.48,3238,"2016-07-02",8192
"13913","92",9.16,2787,"2016-07-02",3076
"13914","920",4.04,3232,"2016-07-02",14424
"13915","921",7.31,2827,"2016-07-02",11907
"13916","922",4.58,2150,"2016-07-02",23829
"13917","923",4.3,2063,"2016-07-02",2782
"13918","924",7.31,2681,"2016-07-02",20019
"13919","925",9.79,2135,"2016-07-02",6363
"13920","926",8.13,3113,"2016-07-02",14997
"13921","927",2.37,1884,"2016-07-02",13846
"13922","928",4.63,3140,"2016-07-02",7430
"13923","929",1.7,3008,"2016-07-02",21350
"13924","93",5.11,2888,"2016-07-02",10935
"13925","930",5.95,3309,"2016-07-02",8385
"13926","931",10.91,2446,"2016-07-02",3059
"13927","932",0.07,3371,"2016-07-02",11443
"13928","933",4.94,2685,"2016-07-02",14399
"13929","934",0.9,3314,"2016-07-02",10166
"13930","935",5.34,2924,"2016-07-02",12034
"13931","936",3.53,2508,"2016-07-02",19364
"13932","937",5.8,3000,"2016-07-02",18977
"13933","938",5.68,2000,"2016-07-02",21371
"13934","939",5.74,3752,"2016-07-02",20486
"13935","94",5.33,3813,"2016-07-02",4851
"13936","940",2.64,2198,"2016-07-02",8819
"13937","941",10.7,2651,"2016-07-02",19864
"13938","942",11.07,3775,"2016-07-02",16824
"13939","943",10.47,3064,"2016-07-02",4344
"13940","944",3.08,3498,"2016-07-02",13351
"13941","945",5.55,3836,"2016-07-02",23770
"13942","946",6.04,3574,"2016-07-02",4359
"13943","947",5.64,2355,"2016-07-02",14855
"13944","948",2.27,2696,"2016-07-02",15556
"13945","949",7.42,2727,"2016-07-02",945
"13946","95",7.09,2635,"2016-07-02",13431
"13947","950",8.2,2582,"2016-07-02",10849
"13948","951",5.89,2397,"2016-07-02",17230
"13949","952",4.87,1864,"2016-07-02",14643
"13950","953",5.47,3302,"2016-07-02",14866
"13951","954",3.68,2889,"2016-07-02",2798
"13952","955",4.85,2369,"2016-07-02",14492
"13953","956",10.22,2656,"2016-07-02",23925
"13954","957",3.9,1954,"2016-07-02",1351
"13955","958",3.2,2801,"2016-07-02",21001
"13956","959",5.05,2579,"2016-07-02",8631
"13957","96",1.74,3404,"2016-07-02",21355
"13958","960",7,3553,"2016-07-02",12835
"13959","961",8.85,3395,"2016-07-02",1153
"13960","962",0.62,3430,"2016-07-02",10992
"13961","963",5.84,2536,"2016-07-02",8411
"13962","964",8.82,3186,"2016-07-02",10769
"13963","965",1.97,3755,"2016-07-02",9306
"13964","966",1.26,2837,"2016-07-02",11782
"13965","967",4.77,2713,"2016-07-02",8347
"13966","968",6.53,2967,"2016-07-02",633
"13967","969",1.64,3506,"2016-07-02",3451
"13968","97",7.46,3526,"2016-07-02",10355
"13969","970",8.78,1696,"2016-07-02",13879
"13970","971",7.18,3262,"2016-07-02",8613
"13971","972",4.92,2426,"2016-07-02",22333
"13972","973",9.29,3608,"2016-07-02",4009
"13973","974",6.67,3655,"2016-07-02",482
"13974","975",5.32,3026,"2016-07-02",4823
"13975","976",9.26,1791,"2016-07-02",17025
"13976","977",8.18,3292,"2016-07-02",17270
"13977","978",8.47,3272,"2016-07-02",10692
"13978","979",5.14,2635,"2016-07-02",21254
"13979","98",5.8,3747,"2016-07-02",10256
"13980","980",6.07,3026,"2016-07-02",23074
"13981","981",7.06,2493,"2016-07-02",23679
"13982","982",10.68,2813,"2016-07-02",9784
"13983","983",9.41,2389,"2016-07-02",23746
"13984","984",0.01,2941,"2016-07-02",21473
"13985","985",7.67,1877,"2016-07-02",18346
"13986","986",8.07,2835,"2016-07-02",10481
"13987","987",7.45,2558,"2016-07-02",7686
"13988","988",4.57,2103,"2016-07-02",1216
"13989","989",4.09,2620,"2016-07-02",17453
"13990","99",4.18,2665,"2016-07-02",3001
"13991","990",1.91,3861,"2016-07-02",5591
"13992","991",5.05,2694,"2016-07-02",11
"13993","992",3.66,2664,"2016-07-02",5424
"13994","993",11.3,2967,"2016-07-02",18424
"13995","994",0.58,3635,"2016-07-02",17011
"13996","995",3.72,3542,"2016-07-02",3125
"13997","996",6.86,2789,"2016-07-02",19564
"13998","997",7.95,3727,"2016-07-02",18717
"13999","998",6.5,3116,"2016-07-02",12620
"14000","999",7.44,2472,"2016-07-02",19698
"14001","1",3.73,976,"2016-08-01",23947
"14002","10",1.88,3256,"2016-08-01",4464
"14003","100",8.07,2210,"2016-08-01",15064
"14004","1000",8.29,2983,"2016-08-01",3415
"14005","1001",5.62,3491,"2016-08-01",11025
"14006","1002",8.78,3406,"2016-08-01",4655
"14007","1003",7.38,3180,"2016-08-01",22458
"14008","1004",12.73,3791,"2016-08-01",16268
"14009","1005",12.62,2624,"2016-08-01",11571
"14010","1006",4.74,2704,"2016-08-01",14345
"14011","1007",11.82,3544,"2016-08-01",5588
"14012","1008",8.24,2967,"2016-08-01",23595
"14013","1009",6.69,3251,"2016-08-01",9145
"14014","101",7.27,3122,"2016-08-01",4732
"14015","1010",7.08,3594,"2016-08-01",21523
"14016","1011",6.7,2518,"2016-08-01",6537
"14017","1012",8.41,3345,"2016-08-01",997
"14018","1013",2.59,1719,"2016-08-01",23801
"14019","1014",3.38,2980,"2016-08-01",4046
"14020","1015",2.72,2583,"2016-08-01",16899
"14021","1016",1.12,2891,"2016-08-01",5531
"14022","1017",6.35,2684,"2016-08-01",5880
"14023","1018",0.31,3284,"2016-08-01",17376
"14024","1019",4.38,2822,"2016-08-01",3898
"14025","102",6.03,3224,"2016-08-01",17387
"14026","1020",5.14,3124,"2016-08-01",18696
"14027","1021",11.37,2797,"2016-08-01",4301
"14028","1022",8.34,2674,"2016-08-01",8163
"14029","1023",7.8,3177,"2016-08-01",3428
"14030","1024",6.88,2401,"2016-08-01",20350
"14031","1025",10.63,2402,"2016-08-01",20248
"14032","1026",9.25,3382,"2016-08-01",9316
"14033","1027",9.23,2398,"2016-08-01",950
"14034","1028",9.45,2915,"2016-08-01",18589
"14035","1029",9.11,3360,"2016-08-01",19439
"14036","103",6.59,2683,"2016-08-01",6807
"14037","1030",7.17,3682,"2016-08-01",664
"14038","1031",12.25,3134,"2016-08-01",23767
"14039","1032",7.72,2606,"2016-08-01",23936
"14040","1033",3.83,3842,"2016-08-01",18603
"14041","1034",10.09,2725,"2016-08-01",17243
"14042","1035",5.06,2504,"2016-08-01",18116
"14043","1036",9.35,2991,"2016-08-01",13336
"14044","1037",2.98,3547,"2016-08-01",17879
"14045","1038",4.19,2127,"2016-08-01",12597
"14046","1039",5.36,2657,"2016-08-01",9522
"14047","104",12.14,3090,"2016-08-01",3002
"14048","1040",6.82,2695,"2016-08-01",10884
"14049","1041",7.42,3159,"2016-08-01",17274
"14050","1042",8.65,2806,"2016-08-01",23335
"14051","1043",1.1,3332,"2016-08-01",23030
"14052","1044",1.72,2589,"2016-08-01",11587
"14053","1045",6,3262,"2016-08-01",1970
"14054","1046",2.12,3545,"2016-08-01",11195
"14055","1047",2.32,3035,"2016-08-01",4894
"14056","1048",3.35,2458,"2016-08-01",3892
"14057","1049",6.67,3589,"2016-08-01",22918
"14058","105",6.53,3411,"2016-08-01",5528
"14059","1050",7.39,3470,"2016-08-01",2608
"14060","1051",3.93,2887,"2016-08-01",16628
"14061","1052",6.43,2533,"2016-08-01",10897
"14062","1053",7.12,2440,"2016-08-01",110
"14063","1054",10.69,3131,"2016-08-01",21344
"14064","1055",4.99,2652,"2016-08-01",14959
"14065","1056",3.09,2251,"2016-08-01",17901
"14066","1057",2.45,3211,"2016-08-01",6096
"14067","1058",4.79,2176,"2016-08-01",9364
"14068","1059",6.3,3569,"2016-08-01",4365
"14069","106",7.72,3273,"2016-08-01",5586
"14070","1060",4.19,3848,"2016-08-01",11839
"14071","1061",8.08,3285,"2016-08-01",11655
"14072","1062",6.22,2485,"2016-08-01",16532
"14073","1063",5.28,3129,"2016-08-01",22726
"14074","1064",7.17,3267,"2016-08-01",3638
"14075","1065",6.4,3208,"2016-08-01",6161
"14076","1066",4.53,2183,"2016-08-01",4430
"14077","1067",5.86,3153,"2016-08-01",7620
"14078","1068",7.76,2320,"2016-08-01",18225
"14079","1069",6.35,3083,"2016-08-01",17904
"14080","107",2.21,2261,"2016-08-01",23208
"14081","1070",9.72,2151,"2016-08-01",15517
"14082","1071",6.03,2447,"2016-08-01",9320
"14083","1072",12.35,2165,"2016-08-01",115
"14084","1073",4.72,3482,"2016-08-01",8737
"14085","1074",12.88,2683,"2016-08-01",329
"14086","1075",2.26,3049,"2016-08-01",11827
"14087","1076",4.46,3760,"2016-08-01",15357
"14088","1077",12.76,3034,"2016-08-01",14042
"14089","1078",6.45,3100,"2016-08-01",3985
"14090","1079",8.08,2784,"2016-08-01",6982
"14091","108",5.49,3155,"2016-08-01",19002
"14092","1080",8.82,2310,"2016-08-01",17414
"14093","1081",3.87,3404,"2016-08-01",16864
"14094","1082",0.72,3136,"2016-08-01",16960
"14095","1083",9.9,3892,"2016-08-01",4943
"14096","1084",3.4,1553,"2016-08-01",20700
"14097","1085",2.34,3188,"2016-08-01",16736
"14098","1086",10.17,3524,"2016-08-01",21452
"14099","1087",4.04,3262,"2016-08-01",12564
"14100","1088",8.04,2707,"2016-08-01",3739
"14101","1089",4.82,3473,"2016-08-01",7167
"14102","109",2.63,2535,"2016-08-01",1436
"14103","1090",7.7,2810,"2016-08-01",18016
"14104","1091",4.99,2600,"2016-08-01",14129
"14105","1092",8.4,2527,"2016-08-01",15759
"14106","1093",7.12,2205,"2016-08-01",8062
"14107","1094",5.1,2769,"2016-08-01",16733
"14108","1095",1.19,1856,"2016-08-01",12662
"14109","1096",6.44,2780,"2016-08-01",23491
"14110","1097",3.03,2917,"2016-08-01",6698
"14111","1098",2.7,2656,"2016-08-01",9960
"14112","1099",10.7,2146,"2016-08-01",23029
"14113","11",9.13,2738,"2016-08-01",13095
"14114","110",5.36,2110,"2016-08-01",2611
"14115","1100",8.85,2742,"2016-08-01",14465
"14116","1101",9.27,3020,"2016-08-01",1286
"14117","1102",6.49,2281,"2016-08-01",12474
"14118","1103",9.67,2900,"2016-08-01",17505
"14119","1104",5.09,3131,"2016-08-01",5282
"14120","1105",3.97,2814,"2016-08-01",22785
"14121","1106",3.29,2140,"2016-08-01",1188
"14122","1107",11.23,2973,"2016-08-01",4451
"14123","1108",6.87,2178,"2016-08-01",19134
"14124","1109",7.88,1854,"2016-08-01",5630
"14125","111",3.18,2178,"2016-08-01",12762
"14126","1110",2.38,3269,"2016-08-01",17308
"14127","1111",4.98,1840,"2016-08-01",20413
"14128","1112",3.26,2236,"2016-08-01",10832
"14129","1113",3.31,3141,"2016-08-01",11872
"14130","1114",5.38,3570,"2016-08-01",3677
"14131","1115",7.19,3199,"2016-08-01",23019
"14132","1116",3.85,3535,"2016-08-01",4460
"14133","1117",3.24,2770,"2016-08-01",22671
"14134","1118",6.56,3418,"2016-08-01",15072
"14135","1119",7.2,3193,"2016-08-01",18813
"14136","112",8.32,3497,"2016-08-01",12278
"14137","1120",7.83,3012,"2016-08-01",5504
"14138","1121",7.27,3487,"2016-08-01",23794
"14139","1122",8.19,2010,"2016-08-01",23705
"14140","1123",8.58,3353,"2016-08-01",20470
"14141","1124",10.83,2060,"2016-08-01",18563
"14142","1125",10.76,2868,"2016-08-01",13325
"14143","1126",6.33,3264,"2016-08-01",14597
"14144","1127",9.19,2819,"2016-08-01",16913
"14145","1128",5.08,3816,"2016-08-01",14816
"14146","1129",9.92,2803,"2016-08-01",11342
"14147","113",3.09,2443,"2016-08-01",924
"14148","1130",5.62,3057,"2016-08-01",5772
"14149","1131",7.79,2582,"2016-08-01",5090
"14150","1132",10.15,2654,"2016-08-01",20016
"14151","1133",8.99,2617,"2016-08-01",20451
"14152","1134",2.27,2520,"2016-08-01",13099
"14153","1135",6.51,2848,"2016-08-01",4839
"14154","1136",11.2,2981,"2016-08-01",12401
"14155","1137",3.72,3241,"2016-08-01",10480
"14156","1138",5.79,2910,"2016-08-01",2790
"14157","1139",5.33,2819,"2016-08-01",9704
"14158","114",6.48,3010,"2016-08-01",17210
"14159","1140",9.27,2377,"2016-08-01",7020
"14160","1141",3.31,2802,"2016-08-01",11503
"14161","1142",6.46,2818,"2016-08-01",3688
"14162","1143",7.42,2937,"2016-08-01",15791
"14163","1144",6.64,2328,"2016-08-01",11835
"14164","1145",5.28,2600,"2016-08-01",9173
"14165","1146",7.65,2452,"2016-08-01",6760
"14166","1147",9.56,3028,"2016-08-01",5582
"14167","1148",6.85,2936,"2016-08-01",21177
"14168","1149",7.31,2746,"2016-08-01",19423
"14169","115",4.74,2993,"2016-08-01",8778
"14170","1150",2.79,2830,"2016-08-01",19565
"14171","1151",5.29,2296,"2016-08-01",3714
"14172","1152",8,2589,"2016-08-01",23815
"14173","1153",9.38,2322,"2016-08-01",77
"14174","1154",8.52,3287,"2016-08-01",13994
"14175","1155",6.58,2446,"2016-08-01",10429
"14176","1156",3.66,2718,"2016-08-01",6259
"14177","1157",8.48,2145,"2016-08-01",9020
"14178","1158",5.82,1804,"2016-08-01",1601
"14179","1159",9.61,3841,"2016-08-01",19194
"14180","116",9.92,3433,"2016-08-01",3714
"14181","1160",0.22,1831,"2016-08-01",9611
"14182","1161",8.34,2705,"2016-08-01",21884
"14183","1162",2.37,3297,"2016-08-01",7680
"14184","1163",7.57,1984,"2016-08-01",3155
"14185","1164",5.35,3029,"2016-08-01",22256
"14186","1165",3.71,2976,"2016-08-01",23890
"14187","1166",10.25,1721,"2016-08-01",16866
"14188","1167",0.93,2747,"2016-08-01",2866
"14189","1168",7.77,2464,"2016-08-01",10979
"14190","1169",5.87,3545,"2016-08-01",1481
"14191","117",9.36,2589,"2016-08-01",18399
"14192","1170",1.87,3160,"2016-08-01",13446
"14193","1171",2.32,1927,"2016-08-01",20827
"14194","1172",4.98,1976,"2016-08-01",3500
"14195","1173",7.18,3579,"2016-08-01",4634
"14196","1174",8.94,3619,"2016-08-01",21191
"14197","1175",8.75,3496,"2016-08-01",3788
"14198","1176",2.66,2980,"2016-08-01",14362
"14199","1177",3.3,3709,"2016-08-01",21736
"14200","1178",6.74,2462,"2016-08-01",10881
"14201","1179",3.64,2459,"2016-08-01",5111
"14202","118",6.39,3092,"2016-08-01",16687
"14203","1180",3.9,2138,"2016-08-01",23824
"14204","1181",6.46,2812,"2016-08-01",16283
"14205","1182",9.28,2663,"2016-08-01",15047
"14206","1183",8.69,2181,"2016-08-01",15894
"14207","1184",6.36,2605,"2016-08-01",15591
"14208","1185",8.37,1916,"2016-08-01",22207
"14209","1186",9.84,2652,"2016-08-01",16739
"14210","1187",10.75,2392,"2016-08-01",12077
"14211","1188",7.05,1907,"2016-08-01",573
"14212","1189",2.46,3219,"2016-08-01",12548
"14213","119",8.46,3570,"2016-08-01",11671
"14214","1190",5.04,3031,"2016-08-01",9900
"14215","1191",7.56,2902,"2016-08-01",2187
"14216","1192",2.28,3045,"2016-08-01",3618
"14217","1193",10.47,2923,"2016-08-01",23956
"14218","1194",7.78,2906,"2016-08-01",109
"14219","1195",5.58,1979,"2016-08-01",10391
"14220","1196",8.32,2754,"2016-08-01",6721
"14221","1197",1.57,2469,"2016-08-01",23707
"14222","1198",2.62,3081,"2016-08-01",6298
"14223","1199",5.25,3068,"2016-08-01",18385
"14224","12",5.95,2504,"2016-08-01",12205
"14225","120",5.51,3703,"2016-08-01",23867
"14226","1200",2.44,2826,"2016-08-01",16369
"14227","1201",4.28,2970,"2016-08-01",6313
"14228","1202",6.33,3441,"2016-08-01",5434
"14229","1203",8.83,2666,"2016-08-01",825
"14230","1204",5.93,2044,"2016-08-01",8597
"14231","1205",6.09,2426,"2016-08-01",2924
"14232","1206",7.93,2077,"2016-08-01",5191
"14233","1207",6.13,2772,"2016-08-01",13306
"14234","1208",2.96,3286,"2016-08-01",4627
"14235","1209",4.09,2933,"2016-08-01",6636
